artist,attack,cardClass,collectible,cost,dbfId,flavor,health,howToEarnGolden,id,mechanics,name,race,races,rarity,set,text,type,collectionText,referencedTags,spellSchool,elite,runeCost,targetingArrowText,armor,classes,heroPowerDbfId,hasDiamondSkin,durability,faction,spellDamage,overload,howToEarn,countAsCopyOfDbfId,techLevel,isMiniSet,hideStats,rarity_cn,total_stats,expected_stats,efficiency,class_cn
Edgar Hidalgo,2.0,NEUTRAL,True,2,118259,“不许摸我的宝贝！”,2.0,,TLC_255,"['BATTLECRY', 'TRADEABLE']",水晶养护工,,,EPIC,THE_LOST_CITY,"<b>可交易</b>
<b>战吼：</b>获得空的法力水晶，直到双方玩家拥有的法力水晶相同。",MINION,,,,,,,,,,,,,,,,,,,,史诗,4.0,4.651116518401871,0.8600085558326122,中立
James Ryman,3.0,NEUTRAL,True,3,118260,“记好了，被拍到的时候，一定要注意光影和虚化感。”,3.0,,TLC_256,['TRIGGER_VISUAL'],沼地蛇颈龙,BEAST,['BEAST'],COMMON,THE_LOST_CITY,在你施放一个法术后，获得<b>圣盾</b>。,MINION,,['DIVINE_SHIELD'],,,,,,,,,,,,,,,,,,普通,6.0,6.177836264338427,0.9712138268595775,中立
Max Grecke,5.0,DRUID,True,9,118575,4217岁的精神老龟。,5.0,,TLC_257,['BATTLECRY'],洛，在世传奇,,,LEGENDARY,THE_LOST_CITY,<b>战吼：</b>在本局对战中，你的随从牌的法力值消耗为（5）点。,MINION,,,,True,,,,,,True,,,,,,,,,,传说,10.0,15.338154739957762,0.6519689082252366,德鲁伊
Alex Stone,7.0,HUNTER,True,6,118269,事实证明，只要从足够高的地方扔下去，任何恐龙都能变成在天上尖叫的啸天龙。,5.0,,TLC_366,['RUSH'],掠食飞翼龙,BEAST,['BEAST'],RARE,THE_LOST_CITY,<b>突袭</b>。<b>延系：</b>法力值消耗减少（2）点。,MINION,,,,,,,,,,,,,,,,,,,,稀有,12.0,10.757995502148095,1.1154494345720734,猎人
Grafit,6.0,DEATHKNIGHT,True,6,116376,冷血为寒，邪恶入骨。问其所需：加件衣服。,3.0,,TLC_401,['DEATHRATTLE'],寒骨剑龙,UNDEAD,"['UNDEAD', 'BEAST']",COMMON,THE_LOST_CITY,<b>亡语：</b>随机对三个敌人造成6点伤害。,MINION,,,,,"{'blood': 0, 'frost': 2, 'unholy': 0}",,,,,,,,,,,,,,,普通,9.0,10.757995502148095,0.836587075929055,
Ivan Fomin,1.0,NEUTRAL,True,2,117381,小石头，像皮球，一扔扔进溪水流。,3.0,,TLC_427,['BATTLECRY'],抛石鱼人,MURLOC,['MURLOC'],COMMON,THE_LOST_CITY,"<b>战吼：</b>获取一张
法力值消耗为（1）的石头。石头可以造成$3点伤害。",MINION,,,,,,,,,,,,,,,,,,,,普通,4.0,4.651116518401871,0.8600085558326122,中立
Patrik Bjorkstrom,2.0,PALADIN,True,3,117382,要想在安戈洛环形山活得久一点，姿态一定要放低。显然，嘎咯尔命不久矣。,4.0,,TLC_428,['BATTLECRY'],温泉踏浪鱼人,MURLOC,['MURLOC'],COMMON,THE_LOST_CITY,<b>战吼：</b>你的下一张鱼人牌的法力值消耗减少（1）点。<b>延系：</b>且会获得<b>圣盾</b>。,MINION,,['DIVINE_SHIELD'],,,,,,,,,,,,,,,,,,普通,6.0,6.177836264338427,0.9712138268595775,圣骑士
Matt Dixon,4.0,NEUTRAL,True,4,117383,鱼人盗窃案，请按M。,3.0,可以在<i>安戈洛龟途</i>奖励路线中获得该奖励。,TLC_429,,蒸鳍偷蛋贼,MURLOC,['MURLOC'],COMMON,THE_LOST_CITY,<b>延系：</b>召唤两个1/1并具有<b>突袭</b>的鱼人。,MINION,,['RUSH'],,,,,,,,,,,,,,,,,,普通,7.0,7.704556010274983,0.9085533274940997,中立
Jakub Kasper,2.0,PALADIN,True,4,117384,非常喜欢听故事。,5.0,,TLC_430,['TRIGGER_VISUAL'],圣窟生物,BEAST,['BEAST'],EPIC,THE_LOST_CITY,在你的回合结束时，再次施放本回合中你施放过的一个随机神圣法术<i>（尽可能以本随从为目标）</i>。,MINION,,,,,,,,,,,,,,,,,,,,史诗,7.0,7.704556010274983,0.9085533274940997,圣骑士
Zoltan Boros,3.0,DEATHKNIGHT,True,4,117423,“恐惧利爪！”,4.0,,TLC_432,['BATTLECRY'],恐惧迅猛龙,UNDEAD,"['UNDEAD', 'BEAST']",RARE,THE_LOST_CITY,<b>战吼：</b>抽一张法力值消耗小于或等于（3）点的<b>亡语</b>随从牌。<b>延系：</b>其法力值消耗变为（0）点。,MINION,,['DEATHRATTLE'],,,"{'blood': 0, 'frost': 1, 'unholy': 1}",,,,,,,,,,,,,,,稀有,7.0,7.704556010274983,0.9085533274940997,
Slawomir Maniak,4.0,DEATHKNIGHT,True,5,117434,真的很诡翼。,3.0,,TLC_436,"['LIFESTEAL', 'RUSH']",重生的翼手龙,UNDEAD,"['UNDEAD', 'BEAST']",EPIC,THE_LOST_CITY,"<b><b>突袭</b>。吸血</b>
消耗<b>残骸</b>而非
法力值。",MINION,,,,,,,,,,,,,,,,,,,,史诗,7.0,9.231275756211538,0.7582917231445331,
Patrik Bjorkstrom,1.0,PALADIN,True,2,117562,他的兄弟紫私被逐出了聚落。,2.0,,TLC_438,['BATTLECRY'],紫色珍鳃鱼人,MURLOC,['MURLOC'],RARE,THE_LOST_CITY,<b>战吼：</b>从你的牌库中随机施放一个法力值消耗小于或等于（2）点的法术<i>（尽可能以本随从为目标）</i>。,MINION,,,,,,,,,,,,,,,,,,,,稀有,3.0,4.651116518401871,0.6450064168744591,圣骑士
Timur Shevtsov,1.0,DEATHKNIGHT,True,3,117666,“不是我不想养宠物。我不想养这种宠物。”,1.0,,TLC_443,"['DEATHRATTLE', 'REBORN']",不情愿的饲养员,,,COMMON,THE_LOST_CITY,<b>复生</b>。<b>亡语：</b>召唤一只2/2并具有<b>嘲讽</b>的亡灵野兽。,MINION,,['TAUNT'],,,,,,,,,,,,,,,,,,普通,2.0,6.177836264338427,0.32373794228652586,
Mike Sass,2.0,WARLOCK,True,2,117890,在山洞里说话会有回响……会有回响……回响……在本回合可以重复使用……,3.0,,TLC_450,['BATTLECRY'],洞穴专家,,,COMMON,THE_LOST_CITY,<b>战吼：</b>你的下一张<b>临时</b>牌的法力值消耗减少（2）点。,MINION,,,,,,,,,,,,,,,,,,,,普通,5.0,4.651116518401871,1.0750106947907652,术士
Mooncolony,6.0,MAGE,True,6,117956,看看这张泰坦考据图吧。,6.0,,TLC_452,,泰坦考据学家欧斯克,,,LEGENDARY,THE_LOST_CITY,"在你的手牌中时，
随机获得一项<b>泰坦</b>技能。该技能每回合都会改变。",MINION,,['TITAN'],,True,,,,,,True,,,,,,,,,,传说,12.0,10.757995502148095,1.1154494345720734,法师
Matt Dixon,3.0,NEUTRAL,True,6,118182,小龟伊普和他的朋友踩踩前来游览安戈洛的诸般盛景。第一站：邪能地窟！,6.0,,TLC_454,['BATTLECRY'],鳞皮科多兽,BEAST,['BEAST'],COMMON,THE_LOST_CITY,<b>战吼：</b>消灭攻击力最低的敌方随从。<b>延系：</b>改为消灭攻击力最高的敌方随从。,MINION,,,,,,,,,,,,,,,,,,,,普通,9.0,10.757995502148095,0.836587075929055,中立
Topdog Entertainment,1.0,MAGE,True,1,118192,“稍等，我得把这只超巨摩天龙装进包包里。”,1.0,,TLC_461,"['BATTLECRY', 'DISCOVER']",拾荒清道夫,,,COMMON,THE_LOST_CITY,<b>战吼：</b><b>发现</b>一张法力值消耗等同于你剩余法力水晶数量的卡牌。,MINION,,,,,,,,,,,,,,,,,,,,普通,2.0,3.1243967724653157,0.6401235648511739,法师
Juan Calle,7.0,WARLOCK,True,4,118210,做好准备！<i>（上回合使用恶魔或野兽牌就可以了。）</i>,7.0,,TLC_463,['BATTLECRY'],雷兹迪尔,DEMON,"['DEMON', 'BEAST']",LEGENDARY,THE_LOST_CITY,<b>战吼：</b>随机弃掉一张手牌。<b>延系：</b>改为对手的一张手牌。,MINION,,,,True,,,,,,True,,,,,,,,,,传说,14.0,7.704556010274983,1.8171066549881993,术士
Melvin Chan,3.0,NEUTRAL,True,3,118241,“哇，这个人伸着脑袋，刚好能装进我的嘴里。”,2.0,可以在<i>安戈洛龟途</i>奖励路线中获得该奖励。,TLC_465,,绞缠血藤,,,RARE,THE_LOST_CITY,<b>亡语：</b>使一个随机友方随从获得一项随机<b>额外效果</b>以及此<b>亡语</b>。,MINION,,['DEATHRATTLE'],,,,,,,,,,,,,,,,,,稀有,5.0,6.177836264338427,0.8093448557163146,中立
Kevin Sidharta,0.0,WARLOCK,True,5,118277,嘘……,8.0,,TLC_467,"['DEATHRATTLE', 'TAUNT']",低语之石,,,EPIC,THE_LOST_CITY,<b>嘲讽</b>。<b>亡语：</b>随机获取2张邪能法术牌。这些牌会消耗生命值，而非法力值。,MINION,,,,,,,,,,,,,,,,,,,,史诗,8.0,9.231275756211538,0.8666191121651807,术士
Dmitry Bolotov,4.0,NEUTRAL,True,5,118279,丛林有风险，焦油需谨慎。,4.0,打开<i>安戈洛龟途</i>金色包后可解锁。,TLC_468,"['DEATHRATTLE', 'POISONOUS', 'TAUNT']",黏团焦油,ELEMENTAL,['ELEMENTAL'],COMMON,THE_LOST_CITY,<b>剧毒</b>。<b>嘲讽</b>。<b>亡语：</b>召唤一个2/2并具有<b>剧毒</b>的黏团，以及一个2/2并具有<b>嘲讽</b>的黏团。,MINION,,,,,,,,,,,,,,,打开<i>安戈洛龟途</i>卡牌包后可解锁。,,,,,普通,8.0,9.231275756211538,0.8666191121651807,中立
Ian Ameling,4.0,WARLOCK,True,3,118282,唇下再留一撮小胡子就更棒了。,3.0,,TLC_469,['DEATHRATTLE'],坑道恐怪,BEAST,['BEAST'],COMMON,THE_LOST_CITY,<b>亡语：</b>随机获取两张<b>临时</b>的法力值消耗为（2）的随从牌。,MINION,,,,,,,,,,,,,,,,,,,,普通,7.0,6.177836264338427,1.1330827980028404,术士
Vlad Botos,2.0,WARLOCK,True,6,119789,哦，别怕，阿烂不会咬人的。,8.0,,TLC_479,"['DEATHRATTLE', 'TAUNT']",死烂巨口,,,RARE,THE_LOST_CITY,<b>嘲讽</b>。<b>亡语：</b>随机召唤一只邪能野兽。,MINION,,,,,,,,,,,,,,,,,,,,稀有,10.0,10.757995502148095,0.9295411954767278,术士
James Ryman,8.0,NEUTRAL,True,9,119809,究竟有多少命丧，才成就了山中之王？,7.0,,TLC_480,['TRIGGER_VISUAL'],克罗格，环形山之王,BEAST,['BEAST'],LEGENDARY,THE_LOST_CITY,在你的回合结束时，将所有敌方随从的攻击力和生命值变为1。,MINION,,,,True,,,,,,,,,,,,,,,,传说,15.0,15.338154739957762,0.9779533623378549,中立
Edgar Hidalgo,3.0,SHAMAN,True,5,120344,你不能只要火的炽烈，不要火的余烬。,4.0,,TLC_482,['BATTLECRY'],熔爪巨龙,ELEMENTAL,"['ELEMENTAL', 'DRAGON']",EPIC,THE_LOST_CITY,"<b>战吼：</b>召唤两个2/1的炽烈烬火。<b>延系：</b>触发你的炽烈烬火的
<b>亡语</b>。",MINION,,['DEATHRATTLE'],,,,,,,,,,,,,,,,,,史诗,7.0,9.231275756211538,0.7582917231445331,萨满
Timur Shevtsov,2.0,MAGE,True,3,120582,都跟他讲过三次了——推！,4.0,,TLC_483,['TRIGGER_VISUAL'],宝库闯入者,,,COMMON,THE_LOST_CITY,在你<b>发现</b>一张卡牌后，使其法力值消耗减少（1）点。,MINION,,['DISCOVER'],,,,,,,,,,,,,,,,,,普通,6.0,6.177836264338427,0.9712138268595775,法师
Zoltan Boros,1.0,ROGUE,True,1,117691,“只要你肯出钱，始祖龟自然会出力。”,2.0,,TLC_514,"['BATTLECRY', 'DISCOVER']",传奇商贩,,,COMMON,THE_LOST_CITY,<b>战吼：</b><b>发现</b>一张<b>传说</b>随从牌。将其余两张洗入你的牌库。,MINION,,,,,,,,,,,,,,,,,,,,普通,3.0,3.1243967724653157,0.9601853472767609,潜行者
Luca Zontini,5.0,ROGUE,True,4,117698,尼在干神磨。,4.0,,TLC_516,"['BATTLECRY', 'COMBO']",尼斐塞特武器匠,,,COMMON,THE_LOST_CITY,<b>战吼：</b>随机获取一张另一职业的武器牌。<b>连击：</b>使其获得+2攻击力。,MINION,,,,,,,,,,,,,,,,,,,,普通,9.0,7.704556010274983,1.1681399924924138,潜行者
Luca Zontini,5.0,ROGUE,True,6,117702,追踪进化融合怪的专家。,5.0,,TLC_520,['RUSH'],灌林追踪者,,,EPIC,THE_LOST_CITY,"<b>突袭</b>
你每将牌洗入你的牌库一次，本牌的法力值消耗便减少（1）点。",MINION,,,,,,,,,,,,,,,,,,,,史诗,10.0,10.757995502148095,0.9295411954767278,潜行者
Danny Beck,2.0,ROGUE,True,2,117703,“我看到了安布拉的亡灵大军。我……我就在上面好了。”,3.0,,TLC_521,['BATTLECRY'],高空眼线,,,RARE,THE_LOST_CITY,<b>战吼：</b>检视敌方牌库中的三张牌，选择一张置于其牌库顶。,MINION,,,,,,,,,,,,,,,,,,,,稀有,5.0,4.651116518401871,1.0750106947907652,潜行者
Timur Shevtsov,6.0,ROGUE,True,6,119532,据说奥普就长这个样子。我们会进一步确认他的形象——如果我们有机会见到他的话。,4.0,,TLC_522,"['BATTLECRY', 'DEATHRATTLE', 'STEALTH']",潜踪大师奥普,,,LEGENDARY,THE_LOST_CITY,<b><b>潜行</b>。</b><b>战吼，连击，亡语：</b>施放刀扇。,MINION,,['COMBO'],,True,,,,,,,,,,,,,,,,传说,10.0,10.757995502148095,0.9295411954767278,潜行者
Ivo Campelo da Silva,6.0,WARRIOR,True,8,117714,他太纠结了。起飞时总会纠成一个结。,6.0,,TLC_600,['BATTLECRY'],乘风浮龙,DRAGON,['DRAGON'],COMMON,THE_LOST_CITY,<b>战吼：</b>造成5点伤害，获得5点护甲值。<b>延系：</b>法力值消耗减少（3）点。,MINION,,,,,,造成5点伤害。,,,,,,,,,,,,,,普通,12.0,13.811434994021205,0.8688452724278576,战士
Adam Byrne,1.0,NEUTRAL,True,1,117719,“呱呱呱！”,2.0,可以在<i>安戈洛龟途</i>奖励路线中获得该奖励。,TLC_603,"['BATTLECRY', 'DEATHRATTLE']",栉龙,BEAST,['BEAST'],COMMON,THE_LOST_CITY,<b>战吼：</b>抽一张牌。<b>亡语：</b>弃掉该牌。,MINION,,,,,,,,,,,,,,,,,,,,普通,3.0,3.1243967724653157,0.9601853472767609,中立
AJ Nazzaro,1.0,NEUTRAL,True,8,117733,后面肯定有什么好东西，不然他们为什么要在这里放一道瀑布呢？,12.0,,TLC_605,"['LIFESTEAL', 'TAUNT']",焦油暴君,ELEMENTAL,['ELEMENTAL'],COMMON,THE_LOST_CITY,"<b>嘲讽</b>。<b>吸血</b>
在你对手的回合拥有+6攻击力。",MINION,,,,,,,,,,,,,,,,,,,,普通,13.0,13.811434994021205,0.941249045130179,中立
James Ryman,3.0,WARRIOR,True,3,117771,现在只需要给龟壳喷上一层蓝漆！,3.0,,TLC_606,['BATTLECRY'],拉特维亚护甲师,,,RARE,THE_LOST_CITY,<b>战吼：</b>对一个敌方随从造成2点伤害。如果该随从死亡，获得5点护甲值。,MINION,,,,,,对一个敌方随从造成2点伤害。,,,,,,,,,,,,,,稀有,6.0,6.177836264338427,0.9712138268595775,战士
Zoltan Boros,4.0,NEUTRAL,True,4,117916,我还是不明白为什么他拿着把剑。他主要的任务明明是观察。,7.0,,TLC_621,"['DEATHRATTLE', 'TAUNT']",固执的守护者,,,COMMON,THE_LOST_CITY,<b>嘲讽</b>。<b>亡语：</b>摧毁你牌库顶的三张牌。,MINION,,,,,,,,,,,,,,,,,,,,普通,11.0,7.704556010274983,1.427726657490728,中立
Stefano Spagnuolo,1.0,WARRIOR,True,2,117918,*锵* *锵* *锵* *嗷呜！*,4.0,,TLC_623,['TRIGGER_VISUAL'],石雕工匠,,,EPIC,THE_LOST_CITY,在你的回合结束时，使一个受伤的其他友方随从获得+2/+2。,MINION,,,,,,,,,,,,,,,,,,,,史诗,5.0,4.651116518401871,1.0750106947907652,战士
Mooncolony,5.0,WARRIOR,True,6,117919,当然啦，把安戈洛交给始祖龟，泰坦们完全放心。娜博亚留在这里只是一道<i>保险</i>。,7.0,,TLC_624,['BATTLECRY'],观察者娜博亚,,,LEGENDARY,THE_LOST_CITY,<b>战吼：</b>召唤你受伤的随从的复制，使复制获得<b>突袭</b>。,MINION,,['RUSH'],,True,,,,,,,,,,,,,,,,传说,12.0,10.757995502148095,1.1154494345720734,战士
Vlad Botos,2.0,DEMONHUNTER,True,5,117869,堪称癫蜂之作！,7.0,,TLC_630,"['RUSH', 'TRIGGER_VISUAL']",格里什异种虫,BEAST,['BEAST'],EPIC,THE_LOST_CITY,<b>突袭</b>。每当本随从受到伤害，获取一张法力值消耗为（1）的格里什毒刺虫。,MINION,,,,,,,,,,,,,,,,,,,,史诗,9.0,9.231275756211538,0.9749465011858283,恶魔猎手
Tanamaes Leejierasaes,5.0,DEMONHUNTER,True,4,117950,要是没有质保部门帮忙捉虫，始祖龟一族早就完蛋了。,3.0,,TLC_633,['BATTLECRY'],害虫克星,,,RARE,THE_LOST_CITY,<b>战吼：</b>对一个具有随从类型的敌方随从造成6点伤害。,MINION,,,,,,对一个具有随从类型的敌人造成6点伤害。,,,,,,,,,,,,,,稀有,8.0,7.704556010274983,1.0383466599932567,恶魔猎手
Grafit,8.0,DEATHKNIGHT,True,8,117231,“高！”——阶教徒赫雷恩,6.0,,TLC_810,['BATTLECRY'],高阶教徒赫雷恩,,,LEGENDARY,THE_LOST_CITY,<b>战吼：</b>从你的牌库中召唤两个<b>亡语</b>随从，并使其互相攻击！,MINION,,['DEATHRATTLE'],,True,,,,,,True,,,,,,,,,,传说,14.0,13.811434994021205,1.0136528178325006,
Brian Despain,1.0,PRIEST,True,3,117232,能对你的生命产生重大影响。,6.0,,TLC_811,['TRIGGER_VISUAL'],阿凯欧斯,BEAST,['BEAST'],LEGENDARY,THE_LOST_CITY,每当另一个友方随从攻击时，将其生命值变为与本随从相同。,MINION,,,,True,,,,,,,,,,,,,,,,传说,7.0,6.177836264338427,1.1330827980028404,牧师
Sergey Tsvelykh,3.0,PRIEST,True,3,117312,墓晨林地里到处都是难以决断的牧师。,4.0,,TLC_814,['DEATHRATTLE'],暮光治愈者,,,COMMON,THE_LOST_CITY,<b>亡语：</b>随机获取神圣和暗影法术牌各一张。,MINION,,,,,,,,,,,,,,,,,,,,普通,7.0,6.177836264338427,1.1330827980028404,牧师
Tee Fuyuan,4.0,PRIEST,True,6,117563,一旦她转入小调，虚空和神圣之间就不存在什么平衡了。,7.0,,TLC_819,,林歌海妖,NAGA,['NAGA'],EPIC,THE_LOST_CITY,<b>吸血</b>。如果你在本回合中使用过神圣和暗影法术牌，本牌的法力值消耗为（1）点。,MINION,,['LIFESTEAL'],,,,,,,,,,,,,,,,,,史诗,11.0,10.757995502148095,1.0224953150244005,牧师
Ursula Dorada,2.0,PRIEST,True,1,117565,这家伙辅修了邪能地窟生物学，颇具文艺复兴气质。,1.0,,TLC_820,['DEATHRATTLE'],林地生态学者,,,RARE,THE_LOST_CITY,<b>亡语：</b>获取一张法力值消耗为（1）的神圣法术牌，该牌可以使一个随从获得+2或-2生命值。,MINION,,,,,,,,,,,,,,,,,,,,稀有,3.0,3.1243967724653157,0.9601853472767609,牧师
Patrik Bjorkstrom,6.0,PRIEST,True,7,117566,暗影会制裁你！,7.0,,TLC_821,"['LIFESTEAL', 'TRIGGER_VISUAL']",枯萎之影,ELEMENTAL,['ELEMENTAL'],RARE,THE_LOST_CITY,<b>吸血</b>。每当你治疗一个敌人，本随从攻击该敌人。,MINION,,,,,,,,,,,,,,,,,,,,稀有,13.0,12.284715248084652,1.0582255866310675,牧师
Matt Dixon,2.0,HUNTER,True,2,117574,“不吃完这些绿叶子不许出去玩。”,3.0,,TLC_822,['TRIGGER_VISUAL'],恐龙保育师,,,COMMON,THE_LOST_CITY,在你的回合结束时，随机使你手牌中一张野兽牌的法力值消耗减少（1）点。,MINION,,,,,,,,,,,,,,,,,,,,普通,5.0,4.651116518401871,1.0750106947907652,猎人
Brian Despain,5.0,HUNTER,True,4,117598,雌性暴掠龙的体型比雄性大30%，攻击性更是高了100%。,4.0,,TLC_825,,暴掠龙女王,BEAST,['BEAST'],EPIC,THE_LOST_CITY,<b>延系：</b>对一个敌方随从造成等同于本随从攻击力的伤害。,MINION,,,,,,造成等同于本随从攻击力的伤害。,,,,,,,,,,,,,,史诗,9.0,7.704556010274983,1.1681399924924138,猎人
Tanamaes Leejierasaes,0.0,HUNTER,True,3,117600,他还在长身体呢:),5.0,,TLC_827,['TRIGGER_VISUAL'],食草剑龙,BEAST,['BEAST'],RARE,THE_LOST_CITY,在你的回合结束时，获得+1攻击力<i>（即便在手牌或牌库中）</i>。,MINION,,,,,,,,,,,,,,,,,,,,稀有,5.0,6.177836264338427,0.8093448557163146,猎人
L. Lullabi & I. Campelo da Silva,3.0,NEUTRAL,True,7,117610,贪图食物时，你就不是你了。,3.0,购买<i>安戈洛龟途</i>炉石通行证后开放解锁。,TLC_829,['BATTLECRY'],饥饿的魔暴龙,BEAST,['BEAST'],EPIC,THE_LOST_CITY,<b>战吼：</b>消灭一个随从。<b>延系：</b>获得被消灭随从的属性值。,MINION,,,,,,消灭一个随从。,,,,,,,,,,,,,,史诗,6.0,12.284715248084652,0.4884118092143388,中立
Vika Yarova,0.0,NEUTRAL,True,3,117674,你打蛋，蛋就打你。,3.0,可以在<i>安戈洛龟途</i>奖励路线中获得该奖励。,TLC_831,['DEATHRATTLE'],翼手龙蛋,,,COMMON,THE_LOST_CITY,"<b>亡语：</b>召唤一只3/3并会从所有其他随从处
偷取1点生命值的翼手龙。",MINION,,,,,,,,,,,,,,,,,,,,普通,3.0,6.177836264338427,0.48560691342978873,中立
Anzka Nguyen,2.0,HUNTER,True,3,121029,尼利，尼利，环形山的尼利！强壮又有力！哦吼哦吼哦吼！！那棵树要注意！,5.0,,TLC_836,['TRIGGER_VISUAL'],环形山的尼利,,,LEGENDARY,THE_LOST_CITY,每当你使用一张法力值消耗为（1）的随从牌，使其属性值翻倍。每当你施放一个法力值消耗为（1）的法术，施放两次。,MINION,,,,True,,,,,,True,,,,,,,,,,传说,7.0,6.177836264338427,1.1330827980028404,猎人
Juan Calle,2.0,DEMONHUNTER,True,3,119754,“这张牌好无聊啊。”“不，我掘得很好。”,4.0,,TLC_840,"['STEALTH', 'TRIGGER_VISUAL']",格里什掘洞虫,BEAST,['BEAST'],COMMON,THE_LOST_CITY,<b>潜行</b>。在本随从攻击后，对敌方英雄造成2点伤害。,MINION,,,,,,,,,,,,,,,,,,,,普通,6.0,6.177836264338427,0.9712138268595775,恶魔猎手
Sergey Tsvelykh,7.0,DEMONHUNTER,True,8,119755,拧盖子。盖子。盖子。盖子。盖子。盖子！,7.0,,TLC_841,['BATTLECRY'],昆虫学家托鲁,,,LEGENDARY,THE_LOST_CITY,<b>战吼：</b>将你手牌中的每张随从牌分别放入法力值消耗为（1）的0/1的标本罐。打破罐子即可放出随从！,MINION,,,,True,,,,,,,,,,,,,,,,传说,14.0,13.811434994021205,1.0136528178325006,恶魔猎手
James Ryman,3.0,NEUTRAL,True,3,122318,翔龙今日多云，局部地区有任务奖励。,3.0,可以在<i>安戈洛龟途</i>奖励路线中获得该奖励。,TLC_888,['BATTLECRY'],云端翔龙,ELEMENTAL,"['ELEMENTAL', 'DRAGON']",RARE,THE_LOST_CITY,<b>战吼：</b>获取你手牌中另一张元素牌或龙牌的一张复制。,MINION,,,,,,,,,,,,,,,,,,,,稀有,6.0,6.177836264338427,0.9712138268595775,中立
Brian Despain,5.0,DEMONHUNTER,True,5,117687,蛰，女王陛下。,2.0,,TLC_903,['RUSH'],异种虫女王,BEAST,['BEAST'],COMMON,THE_LOST_CITY,<b>突袭</b>。<b>延系：</b>在本回合中，使你的英雄获得+5攻击力。,MINION,,,,,,,,,,,,,,,,,,,,普通,7.0,9.231275756211538,0.7582917231445331,恶魔猎手
Stefano Spagnuolo,3.0,NEUTRAL,True,2,118177,别管什么任务了。我们最新的任务就是先保证他的安全。,2.0,,TLC_987,['BATTLECRY'],任务助理,,,COMMON,THE_LOST_CITY,<b>战吼：</b>如果你在本局对战中使用过<b>任务</b>牌，对一个敌方随从造成3点伤害。,MINION,,['QUEST'],,,,对一个敌方随从造成3点伤害。,,,,,,,,,,,,,,普通,5.0,4.651116518401871,1.0750106947907652,中立
